Date,HRMM  Sec,Latitud,Longitud,Depth,Mc,Ml   Mb
2019 1010,0253 56.2,18.275,-71.995,23,3,2.3
2019 1010,831 58.2,18.463,-70.476,59.4,3.1,2.3
2019 1010,0913 40.0,19.038,-67.298,23.1,3.4,2
2019 1010,0913 38.7,19.179,-67.175,31,3.3,1.9
2019 1010,0920 49.6,19.16,-68.894,35.9,3.2,1.9
2019 1010,1229  5.0,18.412,-67.531,94.4,2.7,2.2
2019 1010,1255  7.1,19.324,-67.092,22.5,3.1,2.2
2019 1010,1546 23.4,20.514,-75.013,12,3.3,2.4
2019 1010,1910 14.5,19.266,-67.253,20.5,3.3,2.1
2019 1010,1920 37.6,19.073,-68.389,22.5,3.4,2.8
2019 1010,1920  0.0,,,,,
2019 1010,2226 10.9,18.303,-71.885,17.4,2.8,1.7
2019 1010,2254 19.1,20.094,-65.157,19.3,3.8,
2019 1011,0033 50.7,19.157,-70.753,43.6,3.5,2.3
2019 1011,0304 30.8,19.417,-67.019,49.4,3.4,2.1
2019 1011,0601 57.7,19.038,-68.637,30.6,2.7,1.5
2019 1011,0847 18.5,19.165,-67.088,20.9,3.3,2
2019 1011,1036 25.4,19.196,-67.122,22.7,3.2,2.1
2019 1011,1036  0.0,,,,,
2019 1011,1809 19.4,19.141,-70.271,11.9,3.2,1.4
2019 1012,0046 24.4,19.529,-70.541,15,3.3,2.2
2019 1012,0258 13.9,18.904,-69.607,129.3,3.1,2.3
2019 1012,0343 32.1,18.399,-69.207,109.3,2.7,2.4
2019 1012,0542 13.8,19.083,-67.17,22.4,3.6,3.3
2019 1012,0600 15.2,18.21,-71.497,19.7,2.9,1.5
2019 1012,0957 47.2,18.647,-68.261,142,3.1,1.8
2019 1013,0013 45.2,18.423,-69.12,116.2,3.8,2.8
2019 1013,0515  0.2,19.197,-67.261,23,3.7,2.7
2019 1013,0701  9.6,18.798,-67.192,122,3.7,2.5
2019 1013,1129 50.1,19.117,-67.004,99.8,3.4,2.1
2019 1013,1307 24.2,19.611,-69.972,15.4,3,2.7
2019 1013,1351 33.0,18.125,-68.592,150.6,3.4,3.4
2019 1013,1428 45.3,20.945,-66.417,15,4,
2019 1013,2025 57.5,19.167,-67.171,0.1,3.5,
2019 1013,2202 32.0,17.785,-71.897,31.3,2.9,2
2019 1013,2212  8.4,19.441,-69.416,22.8,3.2,2
2019 1014,0138 54.4,19.029,-66.942,15,3.3,1.5
2019 1014,0158 21.1,19.095,-67.305,9.9,3.4,1.7
2019 1014,0320 23.4,19.3,-67.162,22.9,3.7,3
2019 1014,0417  1.7,20.174,-70.958,21.1,3.4,2.2
2019 1014,0507 23.3,19.092,-66.952,34.4,3.7,3.7
2019 1014,0535 34.3,18.63,-67.312,46.6,3.2,1.6
2019 1014,0618  4.8,19.171,-67.172,15,3.6,3.3
2019 1014,0804 15.8,19.371,-67.105,19.5,3.5,1.9
2019 1014,0900 16.7,18.255,-67.41,15,3.4,1.9
2019 1014,1112 31.0,18.553,-68.887,0,2.5,1.7
2019 1014,1151 41.3,19.166,-67.084,21.2,3.4,1.9
2019 1014,1326  5.7,19.736,-71.895,36.5,3.5,3.2
2019 1014,1431 31.3,19.324,-67.051,31.1,3.5,2.8
2019 1014,1454  2.5,19.842,-70.193,2.1,3.2,2.3
2019 1014,1557 15.3,19.588,-69.933,27.5,2.9,2
2019 1014,1742 18.1,18.877,-70.183,0,2.8,1.9
2019 1014,1809 49.0,20.149,-70.452,22.8,3.3,2.6
2019 1014,1930 34.6,18.466,-69.538,79.6,3.1,2.2
2019 1014,2236 18.0,19.179,-67.169,15,3.5,1.9
2019 1015,0408 16.2,18.895,-66.996,143.6,3.5,2.1
2019 1015,0428  8.8,19.271,-67.162,15,3.2,1.8
2019 1015,2033 34.0,18.673,-70.282,75.1,3.1,1.8
2019 1015,2358  0.0,,,,,
2019 1015,2132 24.9,18.568,-70.971,54.5,2.6,1.7
2019 1016,1828 40.0,18.888,-70.072,0.1,2.8,1.3
2019 1016,2100  7.2,19.069,-69.488,29.1,2.4,1.6
2019 1016,2159 24.8,17.878,-66.551,19,2.7,1.5
2019 1016,2244  5.9,19.821,-70.272,43.8,3,2.1
2019 1016,2250 58.4,19.534,-69.585,12.2,3,1.8
2019 1017,0244  6.8,19.537,-69.81,30.9,2.7,1.5
2019 1017,0319 16.5,18.202,-68.459,93.1,3.2,1.8
2019 1017,0336 50.2,18.987,-67.277,20.3,3.3,1.6
2019 1017,0404 22.9,19.144,-67.095,21.5,3.6,3.4
2019 1017,412  0.0,,,,,
2019 1017,0427  8.1,19.563,-66.524,80,3.4,2.1
2019 1017,0558 23.2,18.787,-67.241,21.3,3.2,1.5
2019 1017,0608 48.0,19.197,-67.204,68.4,3.2,1.8
2019 1017,1048  3.7,18.163,-68.265,136.5,3.3,2.3
2019 1017,1720 35.7,19.083,-69.668,23.2,2.6,2
2019 1017,20 1  0.0,,,,,
2019 1017,2124 30.1,18.235,-68.503,78.3,3.2,1.9
2019 1017,2133 30.1,19.144,-67.11,19.6,3.3,1.9
2019 1017,2154 42.3,19.288,-67.197,29.1,3.4,2
2019 1017,2219 53.1,19.157,-67.056,31.7,3.5,2.4
2019 1017,2316 43.5,18.37,-67.437,22.4,3.3,1.5
2019 1018,0110  4.5,19.284,-67.191,25,3.4,1.8
2019 1018,1 9  0.0,,,,,
2019 1018,0819 11.6,18.421,-69.217,82.7,3.5,2.7
2019 1018,1142 15.7,19.005,-67.182,49.4,3.3,1.9
2019 1018,1141  0.0,,,,,
2019 1018,1259 11.9,19.718,-71.455,17.9,3.5,3.2
2019 1018,1659  4.3,18.94,-70.169,12.1,2.9,1.8
2019 1018,1826 22.6,18.469,-73.043,22.9,3.9,3.3
2019 1018,2011 54.8,19.27,-67.141,30.9,3.3,2.3
2019 1019,0040 32.1,19.218,-67.141,28.4,3.4,1.9
2019 1019,1106  6.5,19.584,-71.443,31,3.2,2.5
2019 1019,1109 31.4,19.739,-71.55,21.2,3.2,2.7
2019 1019,2113 31.1,19.231,-67.164,22.5,3.3,2.2
2019 1020,0123 44.4,19.779,-70.715,75.2,3.4,2.3
2019 1020,0430 11.7,19.185,-67.138,21.4,3.3,1.9
2019 1020,0452 26.7,18.259,-67.712,23,3,2.1
2019 1020,0513 36.3,18.002,-68.341,73.1,3.3,1.9
2019 1020,0818 35.3,19.1,-70.842,22.9,3.2,1.9
2019 1020,1223 35.1,18.712,-69.75,136.1,3,2.6
2019 1020,1405 11.6,18.42,-69.469,85,2.7,2
2019 1020,2009  7.0,19.207,-67.199,18.3,3.3,2.7
2019 1021,0200 15.5,18.054,-67.933,139.6,3.4,2.2
2019 1021,0321 41.7,20.473,-70.829,31.1,3.5,2.4
2019 1021,0456 39.4,19.209,-65.672,0,3.5,
2019 1021,0542 12.1,18.979,-68.217,11,3.4,2.3
2019 1021,0621 17.5,19.156,-67.11,22.3,3.4,1.9
2019 1021,0625 15.6,19.2,-67.266,19.6,3.2,1.8
2019 1021,0717 19.8,18.683,-65.019,68.8,3.6,
2019 1021,0900 21.5,19.679,-69.434,31.2,3.2,1.8
2019 1021,1118 38.4,19.982,-70.244,22.9,3.1,2.2
2019 1021,1256  3.0,19.443,-70.514,31,2.9,2
2019 1021,1440 38.1,19.314,-67.246,22.6,3.4,3.2
2019 1021,1600 53.4,19.608,-71.075,86.9,2.9,2.3
2019 1021,2151 28.3,18.434,-68.995,153.4,3.3,2.3
2019 1021,2327 49.8,19.226,-67.123,22.3,3.7,3
2019 1022,0039 57.5,19.131,-67.024,22.2,3.7,3.2
2019 1022,0118 27.8,19.179,-67.008,21.4,3.1,1.8
2019 1022,0121 36.8,19.21,-67.097,22.1,3.4,1.9
2019 1022,1716  3.6,19.532,-64.203,86.4,4.1,3
2019 1022,1858 28.1,18.654,-71.744,31,2.7,2
2019 1022,2116 27.7,18.902,-64.989,31.2,3.7,
2019 1022,2147 57.9,17.832,-68.948,161.1,3.6,2.4
2019 1022,2200 21.6,19.443,-69.277,74,3,2.4
2019 1022,2223 22.0,19.199,-66.644,33.2,3.3,
2019 1022,2259 16.9,18.955,-66.469,49.8,3.6,2.7
2019 1022,2333  3.0,19.024,-64.82,31.1,3.6,
2019 1022,2340 52.4,18.991,-64.738,31.1,3.7,
2019 1023,0004  8.6,19.109,-65.031,33.7,3.8,
2019 1023,118  0.0,,,,,
2019 1023,0339 27.9,19.169,-67.247,27.8,3.6,2.6
2019 1023,1159 43.1,19.195,-67.313,22.9,3.1,2.3
2019 1023,1229  9.9,8.915,-72.381,19.3,4.3,
2019 1023,1251 56.7,19.587,-68.454,20.7,3.2,2.2
2019 1023,1522 41.9,18.053,-68.564,50.1,3.5,3.8
2019 1024,0247 34.1,19.403,-68.26,19.6,3.4,2
2019 1024,252  0.0,,,,,
2019 1024,0318 38.1,19.152,-67.114,23,3.3,1.8
2019 1024,326  0.0,,,,,
2019 1024,355  0.0,,,,,
2019 1024,358  0.0,,,,,
2019 1024,446  0.0,,,,,
2019 1024,0540 14.5,19.711,-70.84,22.9,3.4,2.8
2019 1024,0545 42.9,19.07,-67.276,31,3.5,2.6
2019 1024,549  0.0,,,,,
2019 1024,744  0.0,,,,,
2019 1024,0906 52.4,18.614,-71.745,27.1,3.5,3
2019 1024,950  0.0,,,,,
2019 1024,1236 43.5,20.807,-71.591,22.9,3.1,2.7
2019 1024,1404  2.3,19.144,-70.466,23.5,3,2.3
2019 1024,1950 37.8,18.211,-68.165,100.1,3.2,2.3
2019 1024,2120 51.5,18.549,-69.435,92.3,2.8,1.7
2019 1025,0041  3.1,18.003,-66.282,28.4,3.3,1.8
2019 1025,0116 53.4,17.974,-66.282,25.7,3.6,3.2
2019 1025,345  0.0,,,,,
2019 1025,345  0.0,,,,,
2019 1025,0504 29.3,19.353,-67.163,23.1,3.5,2.2
2019 1025,0852 34.0,18.699,-69.433,92.7,3.3,2.5
2019 1025,913  0.0,,,,,
2019 1025,913  0.0,,,,,
2019 1025,915  0.0,,,,,
2019 1025,1424 12.3,19.182,-67.109,22.8,3.4,2
2019 1025,1612  1.0,19.744,-71.17,133.1,3.3,2.6
2019 1025,1714 11.3,19.051,-75.657,148.5,3.5,3
2019 1025,1729  7.2,19.978,-76.558,22.9,3.6,2.8
2019 1025,1800 43.5,19.1,-69.516,18.3,3.1,1.9
2019 1025,18 0  0.0,,,,,
2019 1025,1805 54.0,17.85,-68.611,31,3.2,2.2
2019 1025,1915 46.0,19.731,-71.674,23,3,2.6
2019 1025,2038 14.3,18.775,-69.452,101.6,3,2.8
2019 1025,2329 24.8,18.641,-70.533,23.1,3,1.5
2019 1026,0003 27.4,18.564,-70.426,12.2,2.9,1.6
2019 1026,0007  3.9,18.541,-70.42,10.9,3,1.2
2019 1026,0050 50.7,18.458,-69.167,56.6,3.1,1.8
2019 1026,1641 41.9,18.536,-69.613,122.5,2.9,2.3
2019 1026,1720 47.9,18.216,-68.252,164.6,3.3,2.5
2019 1026,1914  1.6,19.783,-65.127,23,3.9,
2019 1026,2334 33.5,18.454,-69.472,96.9,3,2.3
2019 1026,2334  0.0,,,,,
2019 1027,0205 53.9,18.825,-68.826,113.9,3.2,2.6
2019 1027,0308 48.4,19.161,-67.299,15,3.4,2.2
2019 1027,0412 27.4,17.696,-68.626,40.3,3.4,3.2
2019 1027,1329 47.3,19.268,-67.112,31.1,4.2,4.2
2019 1027,1344 29.0,19.133,-69.658,95.2,2.9,3
2019 1027,1348 40.7,19.297,-67.148,20.2,3.8,4.1
2019 1027,1351 39.6,19.053,-67.085,105.7,3.8,3.8
2019 1027,1500 19.6,19.3,-68.351,11.5,3,1.9
2019 1027,1602 38.6,19.372,-67.111,31,3.6,3.1
2019 1027,1610 11.8,19.295,-67.199,31.1,3.6,2.8
2019 1027,1902 47.0,19.305,-69.114,56.3,3.3,2.7
2019 1027,1940  9.0,17.972,-68.71,140,3.3,2.6
2019 1027,1959  9.1,17.962,-67.367,175,3.7,3.2
2019 1027,2137 44.5,19.631,-70.181,12.2,3.3,2
2019 1027,2211 32.9,19.224,-69.741,27.9,3,1.9
2019 1028,0023  3.6,18.63,-70.123,70.4,3.3,2.3
2019 1028,0120 43.8,20.049,-72.437,20.7,3.5,3.2
2019 1028,0128  2.7,18.676,-68.14,133.6,3.3,2.6
2019 1028,221  0.0,,,,,
2019 1028,0719 27.0,19.149,-70.703,31,3,1.5
2019 1028,1629 43.8,19.175,-67.06,23,3.6,3.8
2019 1028,1657  2.9,19.199,-70.182,0,2.7,2
2019 1028,2020 30.1,18.868,-69.799,133.4,3.3,2
2019 1028,2151 30.1,18.961,-68.211,22.5,3.4,2.1
2019 1028,2324  2.1,18.82,-69.442,111.6,3.2,2.6
2019 1029,0015  8.8,19.099,-67.198,23,3.6,2.3
2019 1029,0537 42.8,19.094,-69.553,25.1,3.1,2.5
2019 1029,0712  0.8,19.335,-70.033,23,2.9,2.1
2019 1029,1111 40.2,18.915,-68.812,13.8,2.8,2.3
2019 1029,1837 58.9,19.313,-67.084,31.1,3.3,2.5
2019 1029,1908 37.0,17.956,-69.369,24.5,2.7,1.8
2019 1029,2148 33.3,18.501,-68.926,163.9,3.3,2.3
2019 1029,2317 33.1,19.237,-67.097,31.1,3.5,2.3
2019 1029,2348 55.5,19.251,-67.174,15,3.5,2.6
2019 1030,0127 50.9,17.993,-67.948,129.9,3.5,2.3
2019 1030,0218 21.9,19.165,-67.073,26.9,3.7,3.6
2019 1030,0459 21.1,17.406,-69.271,48.6,3,2.5
2019 1030,0925 36.5,19.117,-67.042,31,3.2,2.3
2019 1030,1132 50.9,18.168,-68.534,102.2,3.4,3.5
2019 1030,1138 22.4,18.776,-67.235,104,3.1,2.4
2019 1030,1219 58.3,19.156,-68.994,137.7,3,2.5
2019 1030,1315 11.2,19.006,-67.257,21.9,3,2
2019 1030,1851 52.2,19.454,-69.473,28.2,2.9,1.6
2019 1030,2226  0.0,,,,,
2019 1030,2248  1.5,18.348,-70.458,21.4,3,1.9
2019 1031,0058 23.3,19.04,-68.445,19.6,3.4,1.7
2019 1031,0359 32.6,19.136,-67.287,22.9,3.4,2.5
2019 1031,0720 46.0,18.886,-70.375,71.4,3.4,3.3
2019 1031,1013 28.8,19.139,-68.793,26.1,2.6,1.6
2019 1031,1024 12.7,18.343,-70.489,21.9,2.8,2.4
2019 1031,1716 47.7,18.917,-70.062,17.9,2.3,1.9
2019 1031,1728  7.1,18.877,-69.176,142.8,2.9,2.3
2019 1031,2008 15.6,19.155,-67.139,24.5,3.3,2
2019 1031,2014  1.1,19.327,-70.398,78,3.1,2.2
2019 1101,0726 28.8,18.837,-69.335,105,3.3,2.8
2019 1101,1539 34.9,19.349,-70.08,25.3,2.9,3.7
2019 1101,1656  4.7,19.094,-71.127,157.3,3.3,2.6
2019 1101,1859 26.0,18.453,-70.439,20.4,3.8,3.7
2019 1102,1732  3.9,18.436,-70.056,102.3,3.1,2
2019 1102,1948 18.7,18.688,-69.632,134.1,3.2,2.5
2019 1102,2234 25.9,19.993,-70.835,23,3.4,3.9
2019 1102,2252 37.6,19.506,-67.829,18.7,3.2,2.1
2019 1103,0310 22.3,19.679,-68.101,22.8,3.2,2.1
2019 1103,0316 28.7,19.144,-68.066,59.3,3.3,1.9
2019 1103,0535 47.6,19.088,-67.754,104,3.4,2.2
2019 1103,0559 19.4,18.683,-69.456,87.1,3.4,3
2019 1103,1331 19.5,18.39,-67.891,0,2.7,1.7
2019 1103,1606 23.5,19.313,-67.185,18.6,3.8,3.6
2019 1103,2023 40.5,18.507,-70.404,13.8,2.9,1.5
2019 1103,2049  7.7,19.139,-69.105,20.7,3.1,2.2
2019 1103,2127  1.3,19.106,-69.193,17.7,2.9,1.4
2019 1103,2328 10.4,18.91,-70.867,0.9,2.3,1.1
2019 1104,0301  5.1,19.817,-71.198,22.9,3.3,1.9
2019 1104,0744 20.7,19.259,-68.725,22.9,3.1,1.4
2019 1104,0925 22.7,19.441,-69.778,12.1,3,2
2019 1104,1026  0.1,19.122,-69.856,0,2.8,1.8
2019 1104,1031 16.7,18.468,-68.817,123.3,3.3,2.6
2019 1104,1109  4.5,18.803,-70.342,12.1,2.8,1.4
2019 1104,1712 50.1,18.131,-69.086,33.5,2.9,1.8
2019 1104,2300  2.4,19.265,-67.118,30.5,3.7,2.7
2019 1105,0400 20.7,19.64,-70.503,18.9,3.1,2.5
2019 1105,0603 49.2,19.362,-67.147,17.6,3.8,3.3
2019 1105,0635 50.1,19.324,-67.048,23.9,3.7,2.7
2019 1105,0743  2.1,18.559,-69.028,131.8,3.1,2.4
2019 1105,1130  0.5,19.395,-67.143,12.2,3.3,2.2
2019 1105,1353 25.7,18.496,-70.457,20.5,2.7,1.7
2019 1105,1610 34.5,20.178,-70.967,138.4,3.2,2.7
2019 1106,0320 56.0,19.9,-73.149,15,3.6,3.3
2019 1106,0523 58.7,19.834,-70.974,22.6,3.6,2
2019 1106,0608 31.9,18.575,-69.753,89.4,3.1,2.1
2019 1106,0650 12.0,19.867,-71.033,19.6,3.8,3
2019 1106,0717  9.1,19.517,-70.581,26.2,2.9,2
2019 1106,0829 35.0,18.399,-72.019,106,2.6,2.1
2019 1106,0941 34.8,19.018,-68.934,16.8,1.8,1.1
2019 1106,1439 35.3,20.352,-63.531,23,4.4,3.6
2019 1106,1902 22.9,19.156,-69.099,31.6,2.3,1.6
2019 1106,2017 31.1,19.263,-67.204,24.2,3.4,2.4
2019 1106,2124 44.4,19.383,-67.146,27.1,3.4,2.7
2019 1106,2318 42.6,18.547,-70.303,12.1,2.9,1.6
2019 1107,0450 39.9,18.865,-67.234,22.8,2.9,2.1
2019 1107,0524  5.2,19.261,-67.135,22.6,3.4,2.3
2019 1107,1134  6.7,19.151,-67.214,31,3.5,2.5
2019 1107,1433 33.9,19.802,-69.843,12,3,2.4
2019 1107,1437 51.5,19.201,-67.23,21.8,3.3,2.4
2019 1107,2130  2.8,19.9,-71.33,8,3.1,2.3
2019 1107,2130  4.7,19.832,-71.498,23.2,3.1,2.5
2019 1108,0032 56.5,19.661,-70.058,48.7,3.1,2.3
2019 1108,0129 49.2,18.562,-70.375,9.2,2.9,1.6
2019 1108,0308  1.4,19.429,-66.889,22.9,3.5,2.5
2019 1108,0551  4.1,18.927,-67.918,106.3,3.3,2.6
2019 1108,0934 19.1,18.074,-68.547,82.8,3.2,2.7
2019 1108,1235  9.5,19.07,-67.209,22.9,3.5,2.9
2019 1108,1253 56.8,18.892,-69.419,90.5,2.9,2.6
2019 1108,1438 59.6,19.21,-67.207,20.1,3.3,2.4
2019 1108,2034  6.6,18.681,-69.624,107.6,3.1,2.4
2019 1108,2036 31.1,19.261,-67.195,22,3.5,2.6
2019 1108,2245 50.6,20.093,-70.412,23,3.6,2.3
2019 1108,2334 53.8,18.861,-71.271,90,2.8,1.6
2019 1109,0211  5.1,19.129,-67.066,31,3.4,2.3
2019 1109,0214 58.4,19.148,-68.2,10.8,3.1,2
2019 1109,0358 33.0,19.32,-67.117,23.1,3.6,2.7
2019 1109,0431 36.3,19.124,-68.203,10.6,3.2,2.2
2019 1109,0538 35.6,19.481,-69.788,22.3,2.9,2.3
2019 1109,0612 14.8,18.281,-69.188,131.2,3,2.1
2019 1109,1022  8.1,18.375,-69.043,126.2,3.1,2.4
2019 1109,1836 23.2,19.21,-67.099,21.8,3.5,3
2019 1109,2116 34.1,19.919,-73.12,22,3.6,3.1
2019 1110,0520 57.5,19.084,-67.241,20.7,3.5,2.3
2019 1110,1618  0.0,,,,,
2019 1110,1829 44.5,18.099,-65.219,11.9,3.8,4.1
2019 1110,1837  0.0,,,,,
2019 1111,0216 34.3,18.461,-69.185,128.7,3.3,2.6
2019 1111,0524 30.4,18.483,-68.632,25.2,2.9,1.4
2019 1111,0602 51.3,18.998,-67.699,12,3.3,2
2019 1111,1436 35.0,19.28,-67.201,21.7,3.2,2.1
2019 1111,1858 33.1,17.999,-71.453,0,2.6,1.9
2019 1111,2153  4.2,18.258,-72.223,12,3.2,2
2019 1111,2158 32.2,21.669,-69.623,219.5,3.1,3.4
2019 1111,2229 54.9,17.956,-68.611,160.4,3.4,2.8
2019 1112,0308 56.2,18.836,-69.295,88.3,3.2,2.7
2019 1112,0313 22.4,18.804,-69.325,90.9,2.8,2.2
2019 1112,0454 27.5,19.072,-67.201,22.9,3.2,1.9
2019 1112,1055 26.9,19.42,-70.075,53.8,3,2.2
2019 1112,1104 57.4,17.768,-68.45,140,3.3,2.2
2019 1112,1629 45.4,19.001,-70.17,15.4,3,2
2019 1112,1629 44.6,19.002,-70.227,14.4,2.2,2
2019 1112,1739  1.6,18.113,-68.531,125.1,3.2,1.7
2019 1112,1739  1.8,18.721,-68.469,148.3,3,2.9
2019 1113,0054  6.4,18.466,-68.881,141.4,3.3,2.3
2019 1113,0254 32.2,19.146,-69.492,83.1,3,2.2
2019 1113,0322 55.8,19.591,-66.938,22.7,3.2,2.3
2019 1113,0501 37.7,18.641,-72.172,13,2.8,2.1
2019 1113,1258 16.1,19.502,-69.452,30.8,2.9,2.1
2019 1113,1724  9.2,18.245,-72.002,14.6,3,1.8
2019 1113,1759  8.7,19.31,-67.244,21.5,3.6,3.1
2019 1114,0128 36.9,18.661,-69.7,88.3,3,2
2019 1114,0422 14.1,19.201,-67.202,22.9,3.5,2.4
2019 1114,0610  8.1,18.883,-67.288,22.9,3.3,1.9
2019 1114,1754 54.5,19.142,-69.585,22.6,2.7,2.2
2019 1114,1902 41.5,18.072,-65.936,28.3,3,2.5
2019 1114,2002 16.7,19.078,-69.574,15,2.4,1.8
2019 1114,2121 39.9,18.316,-71.436,34.7,2.9,2.1
2019 1114,2353 33.7,18.951,-67.669,10.3,3.3,1.9
2019 1115,0415 29.3,18.083,-68.577,124.3,3.3,1.9
2019 1115,0540 45.1,18.563,-70.476,17.2,3.1,2
2019 1115,0551  5.8,19.726,-70.581,23,3.3,2.9
2019 1115,0639 37.5,19.362,-68.118,19.2,3.3,2
2019 1115,0917 39.7,17.958,-71.955,24.3,3.3,2.2
2019 1115,0929 51.4,17.815,-70.612,30.4,3.2,2.2
2019 1115,1157  6.9,18.716,-69.42,102.5,2.9,2.3
2019 1115,1231 39.3,18.755,-69.378,104.1,3.1,2.9
2019 1115,1442 44.0,18.996,-70.2,98.1,3,1.8
2019 1115,1524 50.4,19.15,-73.052,31.1,3.4,1.9
2019 1115,1849  1.3,17.508,-68.592,23,3.4,2.7
2019 1116,0231  2.1,19.194,-67.989,159.3,3.3,2.2
2019 1116,0735 46.2,18.571,-68.836,111.7,3.5,2.8
2019 1116,1803 18.6,19.089,-67.101,12,2.8,1.9
2019 1116,1807 25.1,19.19,-66.954,15,3,1.9
2019 1116,2332 32.6,19.249,-67.558,21.7,3.2,2.4
2019 1117,0413 51.1,19.054,-67.143,27.2,3.3,1.9
2019 1117,0424 17.7,19.147,-67.466,108.8,3.1,2.1
2019 1117,0600 24.2,18.834,-69.72,108.7,3.1,1.9
2019 1117,0644 59.3,17.935,-68.17,43.4,3.1,1.6
2019 1117,1233  4.9,19.178,-68.362,22.3,3.4,2.5
2019 1117,1851 30.4,18.797,-70.351,110,3.5,3.1
2019 1117,1914 22.6,20.325,-73.002,145.5,3.3,3
2019 1118,0206 10.9,17.905,-71.619,31,2.9,1.6
2019 1118,0446 14.3,18.679,-69.337,107.3,2.9,1.9
2019 1118,0546 22.2,19.159,-67.137,18.9,3.3,1.7
2019 1118,0617 46.0,19.181,-69.342,31,3,1.2
2019 1118,0809 54.0,18.899,-66.987,65.2,3.1,1.8
2019 1118,0931 10.5,18.253,-70.755,30.6,3.4,2.8
2019 1118,1000 33.0,18.117,-69.248,22.8,3,1.4
2019 1118,1007 10.6,18.748,-70.201,90.3,3.2,2
2019 1118,1142 31.9,19.693,-70.629,22.3,3.4,3.2
2019 1118,1521 15.5,18.896,-69.456,122.2,3.2,2.3
2019 1118,1804 55.7,18.701,-70.37,25,2.7,2.7
2019 1118,2132 21.3,19.386,-68.173,22.5,3.4,1.8
2019 1118,2150 26.4,18.05,-68.31,139.8,3.5,2.3
2019 1118,2201 26.3,18.688,-69.599,83.8,3.2,2.3
2019 1118,2219 58.9,19.32,-66.979,33.7,3.5,2.5
2019 1119,0215  3.7,18.201,-68.247,15,3.2,1.6
2019 1119,0347 25.5,19.039,-69.432,31.1,2.4,1.6
2019 1119,0545  6.3,18.758,-69.042,111,2.8,2
2019 1119,0945 58.6,18.506,-73.236,15,3.2,2.6
2019 1119,0958 37.7,18.173,-68.942,167.1,3.2,2
2019 1119,1753 17.0,18.917,-70.144,12,2.7,1.5
2019 1119,1811 59.9,19.072,-69.734,12.1,2.6,1.9
2019 1119,1957 35.2,18.747,-68.854,21.7,3,2.8
2019 1120,0324  2.6,19.065,-69.531,49.6,2.3,1.6
2019 1120,0335 19.8,18.709,-70.39,0.1,2.6,1.2
2019 1120,0401 30.4,19.245,-67.174,21.6,3.4,2.7
2019 1120,0913 22.8,18.43,-68.659,164.3,3.3,2.4
2019 1120,1407 31.1,19.709,-66.46,23,3.8,2.9
2019 1120,1613 30.7,19.056,-65.88,31.1,3.4,2.3
2019 1120,1707 15.1,19.214,-65.899,21.9,3.4,3.1
2019 1120,2227 17.0,19.091,-65.859,26.5,3.5,2.3
2019 1120,2236 11.5,18.16,-70.273,8,2.7,1.9
2019 1120,2239 24.5,20.158,-71.071,12.8,3,2
2019 1120,2307 26.6,19.322,-68.144,10,3.2,2.3
2019 1120,2307 42.4,19.151,-67.759,31.6,2.9,2.1
2019 1120,2308 50.2,18.041,-68.567,101.5,3.3,2.4
2019 1120,2311 39.8,17.974,-68.239,92.6,3.4,2.5
2019 1120,2319 48.0,17.837,-68.589,64.9,3.3,2.2
2019 1121,0132 17.4,18.739,-69.371,105.1,3.2,2.4
2019 1121,0350 41.9,18.781,-68.036,23,3.2,2
2019 1121,0638 22.5,19.066,-66.931,126.6,3.3,2
2019 1121,0950 45.1,18.703,-68.896,121.1,3.4,3
2019 1121,1050 15.2,18.168,-69.192,22.7,2.8,1.7
2019 1121,1241 43.8,19.159,-67.104,23,3.3,1.9
2019 1121,1254 32.0,19.111,-67.159,23,3.3,1.9
2019 1121,1353 27.4,19.052,-65.943,26.9,3.2,2.2
2019 1121,1443 55.2,18.526,-68.163,23,3.3,2
2019 1121,1540 42.7,18.434,-70.315,20.5,2.7,1.2
2019 1121,1724 49.6,19.01,-69.197,25.3,2.2,1.5
2019 1121,1832 44.9,18.967,-70.188,12.1,2.7,1.7
2019 1121,2049 47.8,19.047,-69.258,29.7,2.3,1.5
2019 1121,2251 41.6,17.887,-69.143,98.3,3.3,2.3
2019 1122,0325  2.8,18.127,-67.258,30,2.8,2.1
2019 1122,0356 32.3,19.198,-67.277,3.8,3.3,2.1
2019 1122,0447 15.4,18.531,-69.15,122.2,3,2.5
2019 1122,0618 26.9,19.889,-69.558,87.8,3.2,2.4
2019 1122,0906 11.2,18.317,-67.953,109.8,3.1,2.3
2019 1122,1018 45.7,19.301,-67.153,22.6,3.7,3.1
2019 1122,1101 15.8,19.118,-67.069,31,3.5,2.7
2019 1122,1233 44.7,18.672,-70.506,9.5,3.1,2.5
2019 1122,1354 10.4,18.065,-71.21,1.2,2.6,2
2019 1122,1429 58.5,19.342,-66.255,23,3.6,2.5
2019 1122,1751 47.4,19.685,-67.086,43,3.5,2.7
2019 1122,1811 40.8,18.92,-71.923,15,3.3,2.3
2019 1122,2116 22.6,19.404,-67.075,23.1,3.5,2.6
2019 1123,0308 31.3,19.209,-67.186,31,3.3,2.2
2019 1123,0433 20.6,20.193,-70.987,22.1,3.3,2.5
2019 1123,0745  4.0,19.208,-67.079,30.4,3.3,2.7
2019 1123,0906 17.6,18.17,-67.805,21,3,1.9
2019 1123,1329  9.1,19.277,-67.245,31.2,3,2.3
